,index,budget,imdb_id,original_title,popularity,revenue,runtime,vote_average,vote_count,release_timespan,popularity_scaled, 10402, 10749, 10751, 10752, 10769, 10770, 12, 14, 16, 18, 27, 28, 35, 36, 37, 53, 80, 878, 9648, 99
11,17,4000000.0,tt0113101,Four Rooms,9.026586,4300000.0,98.0,6.5,539.0,23.0,2.2001742228515435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
12,18,30000000.0,tt0112281,Ace Ventura: When Nature Calls,8.205447999999999,212385533.0,90.0,6.1,1128.0,23.0,2.10479832390462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
13,19,60000000.0,tt0113845,Money Train,7.337905999999999,35431113.0,103.0,5.4,224.0,23.0,1.9930535158210603,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
14,20,30250000.0,tt0113161,Get Shorty,12.669608,115101622.0,105.0,6.4,305.0,23.0,2.5392060546279005,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
15,22,50000000.0,tt0112401,Assassins,11.065939,30303072.0,132.0,6.0,394.0,23.0,2.403871832080461,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16,24,3600000.0,tt0113627,Leaving Las Vegas,10.332025,49800000.0,112.0,7.1,365.0,23.0,2.3352482948977205,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
17,26,12000000.0,tt0114011,Now and Then,8.681325,27400000.0,100.0,6.6,91.0,23.0,2.1611741667920534,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
18,28,18000000.0,tt0112682,La Cité des Enfants Perdus,9.822422999999999,1738611.0,108.0,7.6,308.0,23.0,2.2846678332749306,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
19,31,29500000.0,tt0114746,Twelve Monkeys,12.297305,168840000.0,129.0,7.4,2470.0,23.0,2.5093801326801564,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
20,33,30000000.0,tt0112431,Babe,14.404764000000002,254134910.0,89.0,6.0,756.0,23.0,2.667558985202008,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
21,35,11000000.0,tt0112818,Dead Man Walking,6.891317,39363635.0,122.0,7.3,350.0,23.0,1.9302622133486453,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
22,43,18000000.0,tt0113855,Mortal Kombat,10.870138,122195920.0,101.0,5.4,452.0,23.0,2.3860193965447114,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
23,44,20000000.0,tt0114681,To Die For,10.448481,21284514.0,106.0,6.7,177.0,23.0,2.3464566089935235,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
24,45,10000000.0,tt0113347,How To Make An American Quilt,4.485958,23574130.0,116.0,6.5,38.0,23.0,1.5009520735931987,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
25,46,33000000.0,tt0114369,Se7en,18.45743,327311859.0,127.0,8.1,5915.0,23.0,2.915466999447717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
26,47,55000000.0,tt0114148,Pocahontas,13.280069000000001,346079773.0,81.0,6.7,1509.0,23.0,2.5862643398179226,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
27,49,6000000.0,tt0114814,The Usual Suspects,16.302466,23341568.0,106.0,8.1,3334.0,23.0,2.7913163847133475,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
28,51,15000000.0,tt0113819,Mighty Aphrodite,15.899134,6700000.0,95.0,6.7,145.0,23.0,2.7662646423340864,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
29,68,3500000.0,tt0113118,Friday,14.56965,28215918.0,91.0,7.0,513.0,23.0,2.678940597955644,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
30,69,19000000.0,tt0116367,From Dusk Till Dawn,15.339153,25836616.0,108.0,6.9,1644.0,22.0,2.73040857929084,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
31,70,50000000.0,tt0113010,Fair Game,5.912223,11534477.0,91.0,4.1,54.0,23.0,1.777021902826269,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
32,74,15000000.0,tt0115676,Big Bully,2.936443,2042530.0,90.0,3.9,16.0,22.0,1.0771989849287713,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
33,75,20000000.0,tt0114367,Screamers,12.758848,5781885.0,108.0,6.1,154.0,23.0,2.5462249917093054,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
34,80,8000000.0,tt0114660,Things to Do in Denver When You're Dead,4.486179,529766.0,116.0,6.7,87.0,23.0,1.5010013372190316,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
35,85,38000000.0,tt0118158,White Squall,9.568603999999999,10300000.0,129.0,6.3,86.0,22.0,2.258487322306146,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
36,88,8169363.0,tt0113972,Nick of Time,6.848591000000001,8175346.0,90.0,6.1,190.0,23.0,1.924042937685682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
37,90,47000000.0,tt0117002,Mary Reilly,12.866139,12379402.0,104.0,5.7,77.0,22.0,2.554598976599033,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
38,91,14000000.0,tt0114825,Vampire in Brooklyn,9.071127,19800000.0,100.0,4.5,113.0,23.0,2.2050965121962474,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
39,93,50000000.0,tt0115759,Broken Arrow,14.957626000000001,150270147.0,108.0,5.7,459.0,22.0,2.7052212701141944,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
40,99,7000000.0,tt0115734,Bottle Rocket,6.904831,560069.0,91.0,6.8,285.0,22.0,1.9322213115436344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
41,102,12000000.0,tt0116483,Happy Gilmore,9.592265,41205099.0,92.0,6.5,767.0,22.0,2.2609570445329137,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
42,103,24000000.0,tt0112579,The Bridges of Madison County,5.951077,182016617.0,135.0,7.3,397.0,23.0,1.7835722115808552,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
43,108,72000000.0,tt0112573,Braveheart,20.755149,210000000.0,177.0,7.7,3404.0,23.0,3.032794360472247,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
44,109,1300000.0,tt0075314,Taxi Driver,14.092713,28262574.0,114.0,8.1,2632.0,42.0,2.6456578552819363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
45,110,7500000.0,tt0113326,紅番區,12.314278,32392047.0,91.0,6.5,245.0,23.0,2.510759402164022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
46,117,25000000.0,tt0114536,Steal Big Steal Little,1.522412,6278139.0,113.0,5.1,7.0,23.0,0.42029591925985693,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
47,120,40000000.0,tt0103859,Boomerang,6.506983,70100000.0,117.0,5.4,139.0,26.0,1.872875907938357,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
48,123,7000000.0,tt0116324,Flirting with Disaster,5.579088,14702438.0,92.0,6.3,66.0,22.0,1.7190253221750915,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
49,130,50000000.0,tt0113451,Jade,11.418917,9851610.0,95.0,5.1,45.0,23.0,2.4352713661056526,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
50,139,31000000.0,tt0115685,The Birdcage,6.499680000000001,185260553.0,117.0,6.7,303.0,22.0,1.8717529449204866,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
51,142,19000000.0,tt0112442,Bad Boys,9.262184,141407024.0,118.0,6.5,1729.0,23.0,2.22593987398086,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
52,145,4000000.0,tt0112427,An Awfully Big Adventure,0.922958,851545.0,113.0,6.0,11.0,23.0,-0.08017154930659658,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53,147,52000000.0,tt0112384,Apollo 13,18.761467,355237933.0,140.0,7.3,1637.0,23.0,2.9318051388149944,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
54,148,28000000.0,tt0114287,Rob Roy,10.193549,31596911.0,139.0,6.5,151.0,23.0,2.3217550692283466,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
55,150,100000000.0,tt0112462,Batman Forever,13.321354000000001,336529144.0,121.0,5.2,1529.0,23.0,2.589368311597716,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
56,153,2000000.0,tt0112541,Blue in the Face,11.528147,1275000.0,83.0,6.8,28.0,23.0,2.444791610177336,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
57,154,11000000.0,tt0109370,Canadian Bacon,5.391556,178104.0,91.0,5.9,57.0,23.0,1.6848340260058852,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
58,155,50000000.0,tt0112642,Casper,12.812539,287928194.0,100.0,6.0,1045.0,23.0,2.550424300796433,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
59,156,25000000.0,tt0112688,Clockers,4.558992,13071518.0,128.0,6.8,69.0,23.0,1.5171015464589817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
60,157,50000000.0,tt0112715,Congo,7.260574,152022101.0,109.0,5.0,214.0,23.0,1.9824588890722434,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
61,158,53000000.0,tt0112740,Crimson Tide,8.657364999999999,157387195.0,116.0,7.0,508.0,23.0,2.158410403756748,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
62,160,7000000.0,tt0112851,Desperado,6.950458,25405445.0,104.0,6.8,898.0,23.0,1.9388075566860141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
63,161,27000000.0,tt0112857,Devil in a Blue Dress,4.646132,16140822.0,102.0,6.3,88.0,23.0,1.5360350454814231,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
64,162,90000000.0,tt0112864,Die Hard: With a Vengeance,15.138855,366101666.0,128.0,6.9,2094.0,23.0,2.7172646176725186,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
65,165,55000000.0,tt0113071,First Knight,15.178338,127600435.0,134.0,5.9,319.0,23.0,2.719869279807428,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
66,167,20000000.0,tt0113243,Hackers,14.810519000000001,7563728.0,107.0,6.2,406.0,23.0,2.695337671554949,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
67,169,25000000.0,tt0113481,Johnny Mnemonic,11.715867999999999,19075720.0,97.0,5.5,380.0,23.0,2.460944162258112,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
68,170,90000000.0,tt0113492,Judge Dredd,8.184814999999999,113493481.0,96.0,5.4,643.0,23.0,2.102280608246342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
69,172,1500000.0,tt0113540,Kids,4.877872,7412216.0,91.0,6.8,280.0,23.0,1.5847090591870443,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
70,173,500000.0,tt0113677,Living in Oblivion,10.058328999999999,1148752.0,89.0,7.2,64.0,23.0,2.308401047495177,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
71,177,6000000.0,tt0113749,Mallrats,8.255469999999999,2122561.0,94.0,6.8,400.0,23.0,2.110876010942138,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72,178,15000000.0,tt0113820,Mighty Morphin Power Rangers: The Movie,7.024227000000001,66000000.0,92.0,5.2,153.0,23.0,1.9493651735782616,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
73,180,2.0,tt0110604,Mute Witness,2.466066,1.0,95.0,6.4,36.0,23.0,0.9026241683742711,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
74,182,22000000.0,tt0113957,The Net,13.304342000000002,110627965.0,114.0,5.6,359.0,23.0,2.5880904481146385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
75,184,150000.0,tt0114095,Party Girl,1.165039,472370.0,94.0,5.8,14.0,23.0,0.1527545628521916,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
76,185,8.0,tt0114194,The Prophecy,10.187623,16.0,98.0,6.4,139.0,23.0,2.3211735521137276,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
77,188,50000000.0,tt0114345,The Scarlet Letter,6.752119,10382407.0,135.0,5.5,111.0,23.0,1.9098563815459308,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
78,190,45000000.0,tt0114436,Showgirls,17.502375,20350754.0,128.0,4.9,261.0,23.0,2.862336586006832,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
79,191,7000000.0,tt0114478,Smoke,5.5529459999999995,8349430.0,112.0,7.2,115.0,23.0,1.7143285977389293,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
80,193,35000000.0,tt0114508,Species,13.492845,113374103.0,108.0,5.5,457.0,23.0,2.6021595449447386,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
81,195,42000000.0,tt0114558,Strange Days,11.223055,7959291.0,145.0,6.8,334.0,23.0,2.4179701446725606,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
82,197,14000000.0,tt0114666,The Tie That Binds,1.8204189999999998,5780000.0,99.0,4.6,9.0,23.0,0.5990666943724167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
83,201,60000000.0,tt0114781,Under Siege 2: Dark Territory,7.490247,104324083.0,100.0,5.6,217.0,23.0,2.0136017742884595,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
84,204,20000000.0,tt0114887,A Walk in the Clouds,9.715639,50012507.0,103.0,6.5,168.0,23.0,2.27373685524175,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
85,205,175000000.0,tt0114898,Waterworld,16.885184,264218220.0,135.0,5.9,1017.0,23.0,2.8264365510242326,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
86,210,2800000.0,tt0111579,Утомлённые солнцем,2.4860729999999998,2616503.0,135.0,6.7,35.0,24.0,0.9107043570982614,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
87,212,2500000.0,tt0112471,Before Sunrise,11.304979,5535405.0,105.0,7.7,984.0,23.0,2.4252432481430684,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
88,213,10000000.0,tt0112508,Billy Madison,6.638116,26488734.0,89.0,6.2,464.0,23.0,1.8928281882882096,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
89,215,21000000.0,tt0112571,Boys on the Side,3.030309,23450000.0,115.0,6.3,48.0,23.0,1.1086645945196707,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
90,219,27000.0,tt0109445,Clerks,10.513367,3151130.0,92.0,7.4,769.0,24.0,2.352647495144471,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
91,220,25000000.0,tt0112883,Don Juan DeMarco,7.438934,22200000.0,97.0,6.3,184.0,24.0,2.00672755900961,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
92,221,55000000.0,tt0109635,Disclosure,11.812244,214015089.0,123.0,5.9,217.0,24.0,2.469136620627349,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
93,227,16000000.0,tt0109686,Dumb and Dumber,9.844558000000001,247275374.0,107.0,6.5,1894.0,24.0,2.286918815197002,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
94,231,18000000.0,tt0109707,Ed Wood,11.720358000000001,5887457.0,127.0,7.3,639.0,24.0,2.46132732975743,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
95,236,15000000.0,tt0113303,Hideaway,8.182165,12201255.0,103.0,5.0,24.0,23.0,2.1019567855224,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
96,242,700000.0,tt0110057,Hoop Dreams,9.47666,7830611.0,171.0,7.7,91.0,24.0,2.248831933512314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
97,243,5000000.0,tt0110005,Heavenly Creatures,9.438042,3049135.0,99.0,6.9,299.0,24.0,2.2447485433896532,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
98,244,10500000.0,tt0110066,Houseguest,2.688562,26325256.0,113.0,6.0,17.0,23.0,0.989006478188226,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
99,249,60000000.0,tt0110148,Interview with the Vampire,11.970205,223664608.0,123.0,7.2,1558.0,24.0,2.482420645571936,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
100,250,14000000.0,tt0113463,Jefferson in Paris,1.596058,2474000.0,139.0,5.2,10.0,23.0,0.46753683921943456,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
101,252,60000000.0,tt0110216,Junior,6.710215,37000000.0,109.0,4.7,381.0,24.0,1.9036309921990282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
102,256,11000000.0,tt0076759,Star Wars,42.149696999999996,775398007.0,121.0,8.1,6778.0,41.0,3.7412274958099268,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
103,261,2000000.0,tt0103994,Como agua para chocolate,4.126083,21665468.0,105.0,6.6,70.0,26.0,1.4173285307821633,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
104,262,30000000.0,tt0110322,Legends of the Fall,12.199047,160638883.0,133.0,7.2,636.0,24.0,2.501357833933996,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
105,267,17000000.0,tt0113691,Losing Isaiah,7.698525999999999,7603766.0,106.0,6.4,28.0,23.0,2.0410288819634217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
106,269,45000000.0,tt0109836,Frankenstein,14.287753,112006296.0,123.0,6.1,272.0,24.0,2.6594027367506747,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
107,274,6.0,tt0113808,Miami Rhapsody,1.1372659999999999,5.0,95.0,5.6,7.0,23.0,0.1286271363951681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
108,278,31000000.0,tt0110638,Nell,5.930957,106683817.0,112.0,6.1,128.0,24.0,1.7801855827881565,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
109,284,34000000.0,tt0110632,Natural Born Killers,11.226856,50282766.0,119.0,6.9,927.0,24.0,2.4183087651718864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
110,288,50000000.0,tt0114069,Outbreak,13.676444,189859560.0,127.0,6.4,522.0,23.0,2.6156749368832837,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
111,289,16000000.0,tt0110413,Léon,20.477329,45284974.0,110.0,8.2,4293.0,24.0,3.0193183717440144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
112,290,11000000.0,tt0114113,The Perez Family,1.4335440000000002,2832826.0,113.0,6.6,9.0,23.0,0.3601496999755698,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
113,292,8000000.0,tt0110912,Pulp Fiction,140.95023600000002,213928762.0,154.0,8.3,8670.0,24.0,4.948406891911327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
114,294,400000.0,tt0105652,Pushing Hands,1.638622,152322.0,105.0,6.1,9.0,26.0,0.4938556447308954,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
115,299,32000000.0,tt0114214,The Quick and the Dead,7.54701,18552460.0,107.0,6.2,431.0,23.0,2.0211514583316665,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
116,300,22000000.0,tt0114296,Roommates,3.395867,12400000.0,108.0,6.4,7.0,23.0,1.2225591039601564,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
117,301,15000000.0,tt0110907,Prêt-à-Porter,6.2594330000000005,11300653.0,133.0,5.3,33.0,24.0,1.8340896059299647,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
118,309,35000000.0,tt0111333,The Swan Princess,8.910461999999999,9771658.0,89.0,6.5,251.0,24.0,2.187226091990309,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
119,311,45000000.0,tt0111255,The Specialist,10.388183,170362582.0,110.0,5.5,317.0,24.0,2.340668910125888,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
120,312,55000000.0,tt0111282,Stargate,13.328923999999999,196567262.0,121.0,6.8,942.0,24.0,2.5899364107525233,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
121,313,22000000.0,tt0111070,The Santa Clause,9.665424,189833357.0,97.0,6.3,501.0,24.0,2.2685549813307455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
122,314,25000000.0,tt0111161,The Shawshank Redemption,51.645403,28341469.0,142.0,8.5,8358.0,24.0,3.9444011887004913,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
123,322,25000000.0,tt0114614,Tank Girl,7.602086999999999,4064495.0,98.0,5.5,140.0,23.0,2.028422814858319,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
124,324,38000000.0,tt0111280,Star Trek: Generations,8.105708,120000000.0,118.0,6.4,461.0,24.0,2.0925685048580487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
125,325,6000000.0,tt0114609,Tales from the Hood,2.86007,12000000.0,98.0,5.4,33.0,23.0,1.050846100056716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
126,332,11000000.0,tt0108550,What's Eating Gilbert Grape,10.3919,10032765.0,118.0,7.5,943.0,25.0,2.3410266565352402,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
127,333,30000000.0,tt0114857,Virtuosity,5.1883989999999995,24048000.0,106.0,5.4,163.0,23.0,1.6464251717467169,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
128,334,17000000.0,tt0114924,While You Were Sleeping,15.783615,182057016.0,103.0,6.5,340.0,23.0,2.7589723766336762,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
129,337,3000000.0,tt0110598,Muriel's Wedding,5.254847,15119639.0,106.0,6.9,104.0,24.0,1.6591508887766118,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
130,339,15000000.0,tt0109040,Ace Ventura: Pet Detective,11.247957000000001,107217396.0,86.0,6.4,1684.0,24.0,2.4201865121591526,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
131,342,5000000.0,tt0104779,Bitter Moon,11.298195,1862805.0,139.0,7.0,115.0,26.0,2.4246429784461045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
132,344,62000000.0,tt0109444,Clear and Present Danger,7.5132449999999995,215887717.0,141.0,6.4,390.0,24.0,2.016667462997744,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
133,345,45000000.0,tt0109446,The Client,15.263829000000001,117615211.0,119.0,6.4,287.0,24.0,2.72548591181299,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
134,348,15000000.0,tt0109506,The Crow,15.799335999999998,94000000.0,102.0,7.3,980.0,24.0,2.759967913833377,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
135,350,46000000.0,tt0109813,The Flintstones,15.019585999999999,341631208.0,91.0,5.0,559.0,24.0,2.709355082707114,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
